artist,genre,release_year,danceability,energy,valence,tempo,loudness,acousticness,instrumentalness,speechiness,liveness,popularity,duration_ms
Artist I,forro,2014,0.5487968886579382,0.48243874702651235,0.24800471169352817,138.35295645901635,-10.70811336177681,0.9005752411775929,0.016044837246293086,0.03297975105233379,0.041196037534733596,80,298307
Artist E,forro,2010,0.8789184951309185,0.9707877984963831,0.8455985710723034,149.44782051662813,-4.282794543018538,0.6588672320408605,0.006704872528134098,0.287422416256913,0.277810865925931,36,240656
Artist H,MPB,2014,0.43543494767245916,0.3732188012902389,0.47416692120255455,111.57136114073128,-4.557805122938371,0.6386067407551226,0.23413732732851156,0.32491217004966727,0.2621517727949742,39,159387
Artist B,MPB,2018,0.3862346311874306,0.2909103948705405,0.2296325460327457,120.57000964221108,-10.669412561698802,0.9800520879520132,0.09240750476607419,0.15898493817240855,0.349198681720771,45,201343
Artist F,funk carioca,2000,0.37705848728854374,0.49414353978960623,0.40596498333578196,76.98550041672364,-16.357137422938763,0.558593675429037,0.18596255462556935,0.031287186940165246,0.27993912505995444,79,166132
Artist H,bossa nova,1998,0.23278538202211652,0.2807846336847857,0.4178303034391505,153.20076803348007,-12.530067694528586,0.9332577139513735,0.13369067200780163,0.28725344162833644,0.4347032265996324,91,294874
Artist D,bossa nova,2013,0.5615092189922706,0.41375914546901715,0.6808111260494891,150.49766453270496,-6.812875395455553,0.6531862784698638,0.298177110730051,0.2611249576326873,0.4256825971785988,43,297985
Artist C,funk carioca,2020,0.6187811692467211,0.9315648976823396,0.9017676801144716,74.93105805712031,-9.593765524800478,0.4473911936368299,0.026358634907824828,0.3063297710054516,0.07591919837620553,85,166998
Artist A,MPB,2011,0.5642941876147536,0.45502566515646364,0.24327156401636957,101.63420030739012,-15.191146597681234,0.6991826987417876,0.2954718522655755,0.07318196827836228,0.30335622957176955,55,234853
Artist E,axe,1998,0.432054362148645,0.6687116116374607,0.5327773182175757,150.3613126793471,-5.082661968031227,0.43173299469882775,0.20836428086588954,0.23726598216832523,0.34842456419557666,77,239663
Artist D,forro,1998,0.39949833851178346,0.39099582364396124,0.6625158456519286,122.79758553622842,-8.311280687521982,0.19244940411694578,0.2991219913499079,0.16649929136375566,0.24229677315430748,79,205835
Artist G,axe,2014,0.4502348963087048,0.7343839395188039,0.6551718137271718,98.76799933089012,-16.07292811682966,0.05531256856604416,0.05565276680423555,0.0436585560977031,0.15214496542079384,57,219250
Artist D,MPB,2018,0.4454241346767305,0.302125110131906,0.6339471707328752,101.78796749101406,-5.698372316281937,0.9238690214779002,0.08833583680507819,0.26128436749687894,0.09219427442918866,92,291255
Artist H,funk carioca,2012,0.6162748543474401,0.8318475066204039,0.6910950723678093,129.8236020692408,-10.280481735202974,0.36698082474648563,0.03540368448720257,0.21205401404564192,0.38106375667529924,20,176634
Artist A,forro,2003,0.5100941352045305,0.5383568358172743,0.3491642656681716,132.0339694472559,-12.636860099922924,0.8377072963040652,0.29690487092181533,0.32581295188051834,0.028043521580152043,56,286475
Artist J,funk carioca,2005,0.3227364738000768,0.34692830967314503,0.4404828662915361,83.31384386951974,-10.145019559313535,0.4340139705353385,0.08763411814730973,0.15369538618612613,0.2724455170497086,42,216901
Artist A,axe,2010,0.6902695645683357,0.8065996525187928,0.6317327654683937,110.23015667460615,-9.896762274047191,0.06709562178443895,0.07442282984883705,0.175255746566322,0.49704073972802465,47,282404
Artist D,MPB,2001,0.6491143227362628,0.6434260312217863,0.7938171622166157,145.128361709425,-3.329177019135148,0.5563822187438876,0.16307525026621592,0.11872619700756479,0.365820225815465,47,288126
Artist C,MPB,2010,0.3970749484730554,0.5505160082647753,0.43365776760667296,145.02880583764997,-7.7313175355427255,0.08847289272101,0.26516908907357195,0.20538993722410467,0.09983209203872859,72,154299
Artist H,axe,2002,0.546320108352311,0.3925008334510186,0.2979941053523398,132.89807679061215,-13.894987852935845,0.7260025222504382,0.1635891180384756,0.200577634450052,0.42734497588821435,80,207920
Artist E,forro,2016,0.8080617752497657,0.8250927145557743,0.779351867960346,142.75690875746432,-11.744286250506635,0.39179460837642965,0.00456301192138846,0.047078188501303006,0.33523329722721956,39,211167
Artist H,funk carioca,2017,0.6722030798814009,0.4922280453627685,0.4486397763481828,131.80052335391196,-16.321731647319535,0.7995120725748841,0.0975152083367163,0.38437452939979033,0.3953787911049303,44,193002
Artist H,axe,2021,0.29296162750724036,0.23447255250767657,0.3843994159162005,145.27158054002106,-12.675877589204367,0.10356728322190056,0.18932192841856774,0.33278118499188,0.14836498553066518,38,274856
Artist G,axe,2003,0.9326297543420823,0.972295415875744,0.9748700572506946,102.0029100042753,-5.8894234776481955,0.026441703628025226,0.14318759014890634,0.34274143447229266,0.4724021808278098,91,184072
Artist F,MPB,2019,0.17209730508967577,0.22437184649991604,0.4945359762910887,76.3949419187325,-11.935970604263593,0.12300861584078282,0.06406778457532049,0.20591874581686614,0.34563728150098555,31,213298
Artist F,axe,2020,0.5753876810330161,0.29637526209909937,0.5216594779059568,78.55801293146283,-5.855726162202618,0.9419898585788191,0.1049593632545804,0.16359724514231652,0.13275087646095707,92,255347
Artist F,bossa nova,2003,0.42847300481936956,0.5726500247963036,0.7893930070484596,123.42231485466696,-13.276389953201422,0.27448046215529986,0.12833233776555428,0.29528540415264326,0.1861016767002548,42,253651
Artist H,funk carioca,2021,0.369310029718783,0.36628395325754703,0.5762904699356288,71.12830690636098,-8.654888040912528,0.588845636643683,0.003311069401371025,0.3953886356479181,0.10501190102846338,82,157952
Artist H,forro,2004,0.3182661999511626,0.46810803006887636,0.7601066373966197,145.69235296586322,-16.897149930668277,0.3902364127245298,0.18695801548595056,0.30708551934056205,0.024663791559188263,64,273400
Artist E,bossa nova,2005,0.7264880098110265,0.6540521935466725,0.6416026803976006,87.08236600362986,-15.995861055001637,0.21618948084474676,0.2552867380910669,0.054680919146164506,0.055584612651238346,21,296484
Artist I,forro,2009,0.7741373284548329,0.9662735618071625,0.7389583676338164,143.51663409125365,-11.867937880228467,0.15906124620126882,0.050127220509273596,0.3242625196131481,0.09326579314671189,70,251399
Artist A,axe,2020,0.9543904451181249,0.9490497794062758,0.550155767681469,102.0170425632534,-4.248490863872357,0.5939127999960057,0.23795678852371677,0.19279160628846498,0.43798141824427683,58,234098
Artist E,axe,2007,0.21331635035505278,0.2591167806761882,0.24212436249034422,79.59393407746825,-7.320174676026495,0.46400619978931257,0.11923399623500383,0.024735879135102008,0.31243093968050595,94,192134
Artist G,samba,2019,0.8863192606980879,0.8826509250079995,0.6719617888430116,103.2814242248298,-14.694634736603238,0.9593706727229263,0.0791979252632103,0.11665058765493268,0.2333234953397678,47,157370
Artist G,samba,2017,0.3443738020364143,0.33425892410579616,0.16913736102929247,70.81836665876196,-13.537089654530128,0.8294791902513858,0.17242045083752358,0.3641241634932281,0.2693992081166331,43,257744
Artist E,funk carioca,2013,0.604004052278537,0.8491462980025868,0.44063131622164453,88.07741755326082,-17.327200101482454,0.8198478937425377,0.05366292902692086,0.20518899437315216,0.4724240365478378,46,186174
Artist J,MPB,2012,0.5250959266301702,0.43707777427855943,0.5998526431306097,83.16731900690414,-8.378983164879795,0.06614010461537645,0.09167241903620534,0.30367862355284153,0.20793167195757678,79,291375
Artist A,MPB,2011,0.47663587919958694,0.7742674858263185,0.7171137413833318,157.80941597638608,-3.791512126558887,0.45156292574658574,0.24400989200375445,0.18762799193813734,0.21265081904535063,25,224418
Artist A,samba,2010,0.6752086283441928,0.7750345640220215,0.32701970920942575,108.9852123248736,-8.366153184927503,0.003296327432012802,0.13109471377333995,0.022985658527209622,0.10474797437017791,70,214080
Artist E,MPB,2006,0.7177066799095054,0.8804410078050842,0.450075521868119,119.39583294997846,-6.66818055371208,0.8488117451574484,0.28884696033906115,0.2500545241449765,0.09100124747544455,51,180734
Artist G,funk carioca,2014,0.6096224604815643,0.9837006790811949,0.7641748791455847,75.04244916253239,-12.30344589669295,0.2560789614014882,0.08193396120581976,0.12743557055091287,0.031113839759143162,95,196390
Artist E,funk carioca,1999,0.4259037026625562,0.4203846822904014,0.4127463640144168,75.31962197835236,-6.29907364346454,0.4286108865894751,0.07130379864505218,0.07279904557432315,0.2858902615355669,58,296319
Artist H,funk carioca,2008,0.543555733227157,0.7026467669395129,0.6344382396617607,124.13043853030753,-10.655052588781988,0.23612117921944897,0.16075193966558668,0.28071994547895174,0.2931742766797325,97,246298
Artist G,MPB,2010,0.5743044615716375,0.7914086365096273,0.3937844654446706,100.40674512424422,-7.346105997526381,0.08805233176469074,0.24290277687338765,0.2523981703074146,0.2730555310007455,96,229939
Artist E,bossa nova,2021,0.5303395816015225,0.26370347006048545,0.6229727884392616,96.71005615400529,-14.119810656061418,0.9586068453757216,0.23870400639876885,0.11397059072966478,0.37459705649382,57,186494
Artist C,forro,2022,0.6775401801252482,0.7303690702150791,0.44750872858842855,84.69331381055589,-7.429182494255135,0.5665337843583129,0.07107589533462477,0.037924398559170305,0.09099968604233785,37,206929
Artist H,axe,2018,0.3359904485250615,0.45721241224659837,0.40752752163572636,138.24164148097938,-14.494082374125194,0.4595065287163326,0.058829202452511095,0.3297977611721883,0.29719915612319847,52,200305
Artist E,funk carioca,2002,0.5003577906113438,0.3291752341287607,0.4012921069620891,154.78762695307233,-12.963094914336871,0.7761848185753711,0.09975115343391422,0.28509282432799926,0.47344493116243014,42,269548
Artist I,forro,2019,0.531573023835316,0.6395772462678073,0.611528452146751,103.19806917933684,-13.733309797346251,0.4892050673434599,0.12062553619610784,0.06859734696050998,0.310988439789102,87,205963
Artist C,samba,2019,0.5812443921237522,0.5695068776620542,0.8161139349809706,103.86009939458502,-11.431153227407304,0.846854879635996,0.056564045394727536,0.31734064335228673,0.39315231220229685,98,221594
Artist H,funk carioca,2024,0.54897229349229,0.6616638663679248,0.3903230541504192,96.29890453966573,-14.767980614693665,0.8102865773128454,0.05284865100299317,0.16652094860954236,0.26338231290939507,21,275707
Artist H,MPB,2014,0.6835387846339966,0.7135340723226855,0.3828447466425763,85.74696013468596,-8.938010207364734,0.022978218343810308,0.22252306057113766,0.3182900322523426,0.07260478333455961,48,187218
Artist F,forro,2016,0.6321358684767233,0.5989350890788014,0.3267760102861502,98.30371767081117,-8.315655387481437,0.48932505692570216,0.09214009420562604,0.34585998973598714,0.4928216690542064,78,261778
Artist J,bossa nova,2006,0.6678860460988278,0.924120565951309,0.8344880555902711,143.95047248479113,-14.583913228082416,0.036249847834912585,0.2783643438684307,0.07960865737056877,0.18724790548877496,90,185251
Artist H,bossa nova,2015,0.5378218902729845,0.3423313587128035,0.36640596320352825,77.50353838484843,-6.424215882579251,0.38696360300240396,0.16013186695408893,0.20290405612155044,0.10335848453892335,87,278535
Artist J,axe,2011,0.5058722913986273,0.4310333192075404,0.7285933520537851,143.77280036747283,-8.03843262128091,0.36992481758708784,0.009990079272988705,0.31191859847131465,0.2946365843422986,56,200971
Artist H,bossa nova,2018,0.5330938255694226,0.48497731294406804,0.23392652441666612,74.95378678397094,-3.62645518753048,0.7988426594711194,0.21582255235040418,0.38363327895504223,0.07769540433478107,91,150514
